OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date,x,y
1059,OB02002140,ON1172 Mersey ALB Frank and Lena Clifford of Stourbridge,Fleetwood Marina,53.915287,-3.012939,NULL,NULL,NULL,ON1172,12-15,232002726,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1991,-3.01293899999996,53.915287
1060,OB02002993,XP-Class Avon MK1 Rollaway 2-81,Fleetwood Marina,53.915287,-3.012939,NULL,NULL,NULL,,XP-15,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/09/2001,-3.01293899999996,53.915287
1061,OB02002157,ON1228 Trent ALB Dora Foster McDougall,Fleetwood Marina,53.915287,-3.012939,NULL,NULL,NULL,ON1228,14-24,232002585,Trent,Afloat Boat,AfloatBoat,MK2Trent,01/06/1997,-3.01293899999996,53.915287
1062,OB02023339,D-Class ILB Lady Barbara,Flint ILB D,53.25050735,-3.128469944,Flint ILB D,53.25050735,-3.128469944,,D-795,235114942,D-Class,IB1 variant,IB1,MK2IB1,05/09/2016,-3.12846994399996,53.2505073500001
1063,OB02003165,XP-Class Avon MK1 Rollaway 2-81,Fowey ALB,50.33872604,-4.632342815,NULL,NULL,NULL,,XP-32,,XP-Class,Avon,Avon,MK1Rollaway2-81,19/09/2013,-4.63234281499996,50.33872604
1064,OB02002161,ON1222 Trent ALB Maurice and Joyce Hardy,Fowey ALB,50.33872604,-4.632342815,Fowey ALB,50.33872604,-4.632342815,ON1222,14-18,232002181,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1996,-4.63234281499996,50.33872604
1065,OB02028109,D-Class ILB Olive Three,Fowey ILB D,50.33872604,-4.632342815,Fowey ILB D,50.33872604,-4.632342815,,D-817,232006896,D-Class,IB1 variant,IB1,MK2IB1,17/08/2017,-4.63234281499996,50.33872604
1066,OB02002732,ON1259 Trent ALB Willie and May Gall,Fraserburgh ALB,57.6935463,-2.002810955,Fraserburgh ALB,57.6935463,-2.002810955,ON1259,14-34,235005113,Trent,Afloat Boat,AfloatBoat,MK2Trent,18/05/2002,-2.00281095499997,57.6935463
1067,OB02002965,XP-Class Avon MK1 Rollaway 2-81,Fraserburgh ALB,57.6935463,-2.002810955,NULL,NULL,NULL,,XP-09,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/07/2001,-2.00281095499997,57.6935463
1068,OB02045013,Rescue Water Craft Yamaha VX1050,Freshwater West Beach,51.65618,-5.058566,Haverfordwest Support Centre,51.828345,-4.959074,,RWC-172,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-5.05856599999993,51.6561800000001
1069,OB02007402,B-Class A85 Binny,Galway ILB B,53.26913834,-9.046878815,Galway ILB B,53.26913834,-9.046878815,,B-853,235088863,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,04/10/2011,-9.04687881499996,53.26913834
1070,OB02024152,ON1330 Shannon ALB Elizabeth and Gertrude Allan,Girvan ALB,55.24337769,-4.857638836,Girvan ALB,55.24337769,-4.857638836,ON1330,13-23,235113731,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/10/2017,-4.85763883599998,55.24337769
1071,OB02005001,B-Class A85 Olive Laura Deare II,Gravesend ILB B,51.44527054,0.374554008,Gravesend ILB B,51.44527054,0.374554008,,B-827,235070739,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/10/2008,0.374554008000075,51.4452705400001
1072,OB02007126,B-Class A85 Edna May,Gravesend ILB B,51.44527054,0.374554008,NULL,NULL,NULL,,B-850,235111835,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,19/10/2011,0.374554008000075,51.4452705400001
1073,OB02003235,XP-Class Avon MK1 Rollaway 2-81,Great Yarmouth and Gorleston ALB,52.5752182,1.731917977,NULL,NULL,NULL,,XP-38,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/10/2002,1.73191797700002,52.5752182000001
1074,OB02002233,ON1208 Trent ALB Samarbeta,Great Yarmouth and Gorleston ALB,52.5752182,1.731917977,Great Yarmouth and Gorleston ALB,52.5752182,1.731917977,ON1208,14-10,232002340,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995,1.73191797700002,52.5752182000001
1075,OB02034038,B-Class A85 John Rowntree,Great Yarmouth and Gorleston ILB B,52.5752182,1.731917977,Great Yarmouth and Gorleston ILB B,52.5752182,1.731917977,,B-925,232023290,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,10/07/2019,1.73191797700002,52.5752182000001
1076,OB02002207,ON1226 Trent ALB Edward Duke of Windsor,Great Yarmouth and Gorleston Lifeboat Station,52.5752182,1.731917977,NULL,NULL,NULL,ON1226,14-22,232002583,Trent,Afloat Boat,AfloatBoat,MK2Trent,01/06/1997,1.73191797700002,52.5752182000001
1077,OB02003166,XP-Class Avon MK1 Rollaway 2-81,Great Yarmouth and Gorleston Lifeboat Station,52.5752182,1.731917977,NULL,NULL,NULL,,XP-33,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/08/2002,1.73191797700002,52.5752182000001
1078,OB02028105,D-Class ILB Russell Pickering,Happisburgh ILB D,52.81329817,1.556197324,Happisburgh ILB D,52.81329817,1.556197324,,D-813,232006892,D-Class,IB1 variant,IB1,MK2IB1,17/08/2017,1.55619732400004,52.8132981700001
1079,OB02003220,ON1274 Trent ALB Betty Huntbatch,Hartlepool ALB,54.69483948,-1.191038013,Hartlepool ALB,54.69483948,-1.191038013,ON1274,14-37,235010879,Trent,Afloat Boat,AfloatBoat,MK2Trent,17/09/2003,-1.19103801299997,54.69483948
1080,OB02004800,XP-Class Avon MK1 Rollaway 2-81,Hartlepool ALB,54.69483948,-1.191038013,NULL,NULL,NULL,,XP-51,,XP-Class,Avon,Avon,MK1Rollaway2-81,09/09/2011,-1.19103801299997,54.69483948
1081,OB02016042,B-Class A85 Solihull,Hartlepool ILB B,54.69483948,-1.191038013,Hartlepool ILB B,54.69483948,-1.191038013,,B-881,235108071,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/12/2014,-1.19103801299997,54.69483948
1082,OB02002071,ON1202 Severn ALB Albert Brown,Harwich ALB,51.94859695,1.287122011,Harwich ALB,51.94859695,1.287122011,ON1202,17-03,232001910,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1994,1.28712201100006,51.9485969500001
1083,OB02002105,Y-Class Avon / ILC MK1 3-5M,Harwich ALB,51.94859695,1.287122011,NULL,NULL,NULL,,Y-174,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1998,1.28712201100006,51.9485969500001
1084,OB02029756,"B-Class A85 Tierney, Harvey & Sonny Reid",Harwich ILB B,51.94859695,1.287122011,Harwich ILB B,51.94859695,1.287122011,,B-907,232014519,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,18/05/2018,1.28712201100006,51.9485969500001
1085,OB02028515,ON1335 Shannon ALB RICHARD AND CAROLINE COLTON,Hastings ALB,50.85507965,0.591717005,Hastings ALB,50.85507965,0.591717005,ON1335,13-28,232009175,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/08/2018,0.591717005000021,50.8550796500001
1086,OB02043943,D-Class ILB The Gentle JEKM,Hastings ILB D,50.85507965,0.591717005,NULL,NULL,NULL,,D-875,232040674,D-Class,IB1 variant,IB1,MK2IB1,16/02/2022,0.591717005000021,50.8550796500001
1087,OB02039230,Rescue Water Craft Yamaha VX1050,Hastings Support Centre,50.856132,0.591168,Ramsgate Support Centre,51.341302,1.391122,,RWC-153,,RWC,Yamaha,Yamaha,VX1050,16/03/2021,0.591168000000039,50.8561320000001
1088,OB02039229,Rescue Water Craft Yamaha VX1050,Hastings Support Centre,50.856132,0.591168,Hastings Support Centre,50.856132,0.591168,,RWC-152,,RWC,Yamaha,Yamaha,VX1050,16/03/2021,0.591168000000039,50.8561320000001
1089,OB02016061,Rescue Water Craft Yamaha VX1100,Haverfordwest Support Centre,51.828345,-4.959074,NULL,NULL,NULL,,RWC-103,,RWC,Yamaha,Yamaha,VX1100,01/12/2014,-4.95907399999993,51.8283450000001
1090,OB02033182,Rescue Water Craft Yamaha VX1050,Haverfordwest Support Centre,51.828345,-4.959074,NULL,NULL,NULL,,RWC-140,,RWC,Yamaha,Yamaha,VX1050,22/01/2019,-4.95907399999993,51.8283450000001
1091,OB02033183,Rescue Water Craft Yamaha VX1050,Haverfordwest Support Centre,51.828345,-4.959074,NULL,NULL,NULL,,RWC-141,,RWC,Yamaha,Yamaha,VX1050,22/01/2019,-4.95907399999993,51.8283450000001
1092,OB02033184,Rescue Water Craft Yamaha VX1050,Haverfordwest Support Centre,51.828345,-4.959074,NULL,NULL,NULL,,RWC-142,,RWC,Yamaha,Yamaha,VX1050,22/01/2019,-4.95907399999993,51.8283450000001
1093,OB02045014,Rescue Water Craft Yamaha VX1050,Haverfordwest Support Centre,51.828345,-4.959074,Haverfordwest Support Centre,51.828345,-4.959074,,RWC-173,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-4.95907399999993,51.8283450000001
1094,OB02045005,Rescue Water Craft Yamaha VX1050,Hayle Support Centre,50.178696,-5.406723,Boldon Support Centre,54.953039,-1.461971,,RWC-165,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-5.40672299999994,50.1786960000001
1095,OB02045004,Rescue Water Craft Yamaha VX1050,Hayle Support Centre,50.178696,-5.406723,Scarborough Support Centre,54.238045,-0.414341,,RWC-164,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-5.40672299999994,50.1786960000001
1096,OB02045010,Rescue Water Craft Yamaha VX1050,Hayle Support Centre,50.178696,-5.406723,Hayle Support Centre,50.178696,-5.406723,,RWC-171,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-5.40672299999994,50.1786960000001
1097,OB02045011,Rescue Water Craft Yamaha VX1050,Hayle Support Centre,50.178696,-5.406723,Hayle Support Centre,50.178696,-5.406723,,RWC-170,,RWC,Yamaha,Yamaha,VX1050,01/05/2023,-5.40672299999994,50.1786960000001
1098,OB02045007,Rescue Water Craft Yamaha VX1050,Hayle Support Centre,50.178696,-5.406723,Hayle Support Centre,50.178696,-5.406723,,RWC-167,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-5.40672299999994,50.1786960000001
1099,OB02045008,Rescue Water Craft Yamaha VX1050,Hayle Support Centre,50.178696,-5.406723,Hayle Support Centre,50.178696,-5.406723,,RWC-168,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-5.40672299999994,50.1786960000001
1100,OB02005003,B-Class A85 Derrick Battle,Hayling Island ILB B,50.78171158,-0.936767995,Hayling Island ILB B,50.78171158,-0.936767995,,B-829,235096758,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2009,-0.936767994999968,50.78171158
1101,OB02016851,D-Class ILB Jacob,Hayling Island ILB D,50.78171158,-0.936767995,Hayling Island ILB D,50.78171158,-0.936767995,,D-779,235108813,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-0.936767994999968,50.78171158
1102,OB02027868,B-Class A85 Angus and Muriel Mackay,Helensburgh ILB B,56.01304626,-4.773416996,Helensburgh ILB B,56.01304626,-4.773416996,,B-903,232010167,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,29/06/2017,-4.77341699599998,56.0130462600001
1103,OB02004861,A-Class IRB Joyce,Helston Support Centre,50.099358,-5.257646,NULL,NULL,NULL,,A-46,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008,-5.25764599999997,50.0993580000001
1104,OB02004097,A-Class IRB Margaret Edith,Helston Support Centre,50.099358,-5.257646,NULL,NULL,NULL,,A-41,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006,-5.25764599999997,50.0993580000001
1105,OB02004918,A-Class IRB Amy,Helston Support Centre,50.099358,-5.257646,NULL,NULL,NULL,,A-44,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008,-5.25764599999997,50.0993580000001
1106,OB02012709,B-Class A85 Robert Armstrong,Helvick Head ILB B,52.05461121,-7.544072151,Helvick Head ILB B,52.05461121,-7.544072151,,B-874,235102923,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,18/02/2014,-7.54407215099997,52.0546112100001
1107,OB02002974,ON1272 Severn ALB Christopher Pearce,Holyhead ALB,53.3180275,-4.641836166,Holyhead ALB,53.3180275,-4.641836166,ON1272,17-41,235007796,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,31/12/2003,-4.64183616599996,53.3180275
1108,OB02003392,Y-Class Avon / ILC MK1 3-5M,Holyhead ALB,53.3180275,-4.641836166,NULL,NULL,NULL,,Y-194,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-4.64183616599996,53.3180275
1109,OB02016863,D-Class ILB Mary and Archie Hooper,Holyhead ILB D,53.3180275,-4.641836166,Holyhead ILB D,53.3180275,-4.641836166,,D-791,235108997,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-4.64183616599996,53.3180275
1110,OB02046374,D-Class ILB Dorothy Mills,Horton and Port Eynon ILB D,51.5483017,-4.201100826,NULL,NULL,NULL,,D-881,232046189,D-Class,IB1 variant,IB1,MK2IB1,05/01/2023,-4.20110082599996,51.5483017000001
1111,OB02003035,XP-Class Avon MK1 Rollaway 2-81,Howth ALB,53.38960648,-6.068270206,NULL,NULL,NULL,,XP-19,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/12/2001,-6.06827020599997,53.3896064800001
1112,OB02002731,ON1258 Trent ALB Roy Barker III,Howth ALB,53.38960648,-6.068270206,Howth ALB,53.38960648,-6.068270206,ON1258,14-33,235003642,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/2002,-6.06827020599997,53.3896064800001
1113,OB02023340,D-Class ILB Aideen Cresswell,Howth ILB D,53.38960648,-6.068270206,Howth ILB D,53.38960648,-6.068270206,,D-796,235114943,D-Class,IB1 variant,IB1,MK2IB1,12/07/2016,-6.06827020599997,53.3896064800001
1114,OB02026467,X-Class Avon MK1 Redcrest 9ft,Hoylake ALB,53.39531326,-3.182398081,NULL,NULL,NULL,,X-168,,X-Class,Avon,Avon,MK1Redcrest9FT,01/01/2016,-3.18239808099997,53.3953132600001
1115,OB02026449,ON1313 Shannon ALB Edmund Hawthorn Micklewood,Hoylake ALB,53.39531326,-3.182398081,Hoylake ALB,53.39531326,-3.182398081,ON1313,13-06,235106573,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/11/2014,-3.18239808099997,53.3953132600001
1116,OB02003636,Hovercraft IRH Hurley Spirit,Hoylake ILB H,53.39531326,-3.182398081,Hoylake ILB H,53.39531326,-3.182398081,,H-005,232024689,Hovercraft,Griffon,Griffon,MK1470SAR,31/05/2004,-3.18239808099997,53.3953132600001
1117,OB02002835,X-Class Avon MK1 Redcrest 9ft,HQ Annexe Ground Floor,50.717826,-1.98885,NULL,NULL,NULL,,X-162,,X-Class,Avon,Avon,MK1Redcrest9FT,01/09/2000,-1.98884999999996,50.7178260000001
1118,OB02002098,Y-Class Avon / ILC MK1 3-5M,Humber ALB,53.57631302,0.112057,NULL,NULL,NULL,,Y-175,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1998,0.11205700000005,53.57631302
1119,OB02002112,ON1216 Severn ALB Pride of The Humber,Humber ALB,53.57631302,0.112057,Humber ALB,53.57631302,0.112057,ON1216,17-05,232002440,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1996,0.11205700000005,53.57631302
1120,OB02006412,B-Class A85 Spirit of West Norfolk,Hunstanton ILB B,52.95406342,0.502681017,Hunstanton ILB B,52.95406342,0.502681017,,B-848,235109734,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/11/2010,0.502681017000043,52.9540634200001
1121,OB02003454,Hovercraft IRH Hunstanton Flyer,Hunstanton ILB H,52.95406342,0.502681017,Hunstanton ILB H,52.95406342,0.502681017,,H-003,232024687,Hovercraft,Griffon,Griffon,MK1470SAR,28/02/2003,0.502681017000043,52.9540634200001
1122,OB02026500,ON1316 Shannon ALB The Barry & Peggy High Foundation,Ilfracombe ALB,51.20965958,-4.116115093,Ilfracombe ALB,51.20965958,-4.116115093,ON1316,13-09,235106576,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/06/2015,-4.11611509299996,51.2096595800001
1123,OB02027358,D-Class ILB Eric Howland,Ilfracombe ILB D,51.20965958,-4.116115093,NULL,NULL,NULL,,D-809,232006805,D-Class,IB1 variant,IB1,MK2IB1,04/04/2017,-4.11611509299996,51.2096595800001
1124,OB02001026,ON1314 Shannon ALB Reg,Invergordon Lifeboat Station,57.68654633,-4.167407036,NULL,NULL,NULL,ON1314,13-07,235106574,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2015,-4.16740703599993,57.6865463300001
1125,OB02004481,XP-Class Avon MK1 Rollaway 2-81,Inverness Marina,57.493172,-4.2331,NULL,NULL,NULL,,XP-49,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/01/1900,-4.23309999999998,57.4931720000001
1126,OB02002165,ON1204 Trent ALB Windsor Runner (Civil Service No.42),Inverness Marina,57.493172,-4.2331,NULL,NULL,NULL,ON1204,14-06,232001950,Trent,Afloat Boat,AfloatBoat,MK2Trent,01/06/1995,-4.23309999999998,57.4931720000001
1127,OB02002149,ON1227 Trent ALB Mora Edith Macdonald,Inverness Marina,57.493172,-4.2331,Oban ALB,56.41102982,-5.479619026,ON1227,14-23,232002584,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1997,-4.23309999999998,57.4931720000001
1128,OB02002060,Boat Orkney Longliner 16ft,Ireland Regional Base and Community Fundraising Office,53.444472,-6.220116,Donaghadee Lifeboat Station,54.64343262,-5.531983852,,BB-241,,Boat,Orkney,Orkney,Longliner16ft,01/01/1993,-6.22011599999996,53.4444720000001
1129,OB02027866,B-Class A85 Enid Foster MBE,Ireland Regional Base and Community Fundraising Office,53.444472,-6.220116,NULL,NULL,NULL,,B-901,232009333,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,29/06/2017,-6.22011599999996,53.4444720000001
1130,OB02006060,D-Class ILB Deborah Brown II,Ireland Regional Base and Community Fundraising Office,53.444472,-6.220116,NULL,NULL,NULL,,D-717,235102875,D-Class,IB1 variant,IB1,MK2IB1,01/08/2009,-6.22011599999996,53.4444720000001
1131,OB02003398,D-Class CT Joan and Ted Wiseman 50,Ireland Regional Base and Community Fundraising Office,53.444472,-6.220116,NULL,NULL,NULL,,D-605C,235085978,D-Class,IB1 variant,IB1,MK2CTIB1,01/08/2003,-6.22011599999996,53.4444720000001
1132,OB02004315,X-Class Avon MK1 Redcrest 9ft,Ireland Regional Base and Community Fundraising Office,53.444472,-6.220116,NULL,NULL,NULL,,FRX-02,,X-Class,Avon,Avon,MK1Redcrest9FT,01/01/1900,-6.22011599999996,53.4444720000001
1133,OB02028253,Boat Sillinger 525,Ireland Regional Base and Community Fundraising Office,53.444472,-6.220116,NULL,NULL,NULL,,BB-070,,Boat,Sillinger,Sillinger,Sillinger525,01/03/2019,-6.22011599999996,53.4444720000001
1134,OB02006498,Y-Class Avon / ILC MK1 3-5M,Islay ALB,55.84852219,-6.105059147,NULL,NULL,NULL,,Y-221,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/05/2010,-6.10505914699996,55.84852219
1135,OB02002111,ON1219 Severn ALB Helmut Schroder of Dunlossit II,Islay ALB,55.84852219,-6.105059147,Islay ALB,55.84852219,-6.105059147,ON1219,17-08,232002470,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1997,-6.10505914699996,55.84852219
1136,OB02029126,Boarding Punt,Islay Lifeboat Station,55.84852219,-6.105059147,NULL,NULL,NULL,,BP-01,,Boat,NULL,NULL,NULL,29/03/2018,-6.10505914699996,55.84852219
1137,OB02047077,Rescue Water Craft Yamaha VX1050,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827,NULL,NULL,NULL,,RWC-177,,RWC,Yamaha,Yamaha,VX1050,06/06/2023,-2.19582699999995,49.2060050000001
1138,OB02029871,Rescue Water Craft Yamaha VX1050,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827,NULL,NULL,NULL,,RWC-130,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-2.19582699999995,49.2060050000001
1139,OB02029872,Rescue Water Craft Yamaha VX1050,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827,NULL,NULL,NULL,,RWC-131,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-2.19582699999995,49.2060050000001
1140,OB02012704,B-Class A85 Robert and Isobel Mowat,Kessock ILB B,57.50094223,-4.234661102,Kessock ILB B,57.50094223,-4.234661102,,B-873,235101865,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2013,-4.23466110199996,57.5009422300001
1141,OB02004233,B-Class A85 Frank William Walton,Kilkeel ILB B,54.05849075,-5.990190983,Kilkeel ILB B,54.05849075,-5.990190983,,B-812,235090694,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,28/11/2006,-5.99019098299993,54.05849075
1142,OB02006466,Y-Class Avon / ILC MK1 3-5M,Kilmore Quay ALB,52.17327881,-6.589717865,NULL,NULL,NULL,,Y-216,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,05/08/2010,-6.58971786499995,52.1732788100001
1143,OB02004857,ON1298 Tamar ALB Kilarney,Kilmore Quay ALB,52.17327881,-6.589717865,Kilmore Quay ALB,52.17327881,-6.589717865,ON1298,16-18,235050725,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,23/06/2010,-6.58971786499995,52.1732788100001
1144,OB02006409,B-Class A85 Edith Louise Eastwick,Kilrush ILB B,52.62997055,-9.500548363,Kilrush ILB B,52.62997055,-9.500548363,,B-844,235109124,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,18/08/2010,-9.50054836299995,52.6299705500001
1145,OB02006220,B-Class A85 Tommy Niven,Kinghorn ILB B,56.06860352,-3.174072981,Kinghorn ILB B,56.06860352,-3.174072981,,B-836,235105951,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,20/10/2009,-3.17407298099994,56.0686035200001
1146,OB02041494,A-Class IRB No Name,Kingsbridge Support Centre (Unit 1F),50.29743,-3.804692,Weymouth Support Centre,50.614981,-2.489611,,A-90,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,30/09/2021,-3.80469199999993,50.2974300000001
1147,OB02048950,Rescue Water Craft Yamaha VX1050,Kingsbridge Support Centre (Unit 1F),50.29743,-3.804692,NULL,NULL,NULL,,RWC-183,,RWC,Yamaha,Yamaha,VX1050,06/06/2023,-3.80469199999993,50.2974300000001
1148,OB02029875,Rescue Water Craft Yamaha VX1050,Kingsbridge Support Centre (Unit 1F),50.29743,-3.804692,NULL,NULL,NULL,,RWC-134,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,-3.80469199999993,50.2974300000001
1149,OB02004862,A-Class IRB Liverpool Tall Ships 2008,Kingsbridge Support Centre (Unit 1F),50.29743,-3.804692,NULL,NULL,NULL,,A-47,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,07/05/2008,-3.80469199999993,50.2974300000001
1150,OB02005108,A-Class IRB No Name,Kingsbridge Support Centre (Unit 1F),50.29743,-3.804692,NULL,NULL,NULL,,A-59,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/06/2008,-3.80469199999993,50.2974300000001
1151,OB02029922,B-Class A85 Miss Sally Anne (Baggy) II Never Fear Baggy’s He,Kinsale ILB B,51.70141983,-8.519086838,Kinsale ILB B,51.70141983,-8.519086838,,B-909,232016609,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,25/06/2018,-8.51908683799996,51.7014198300001
1152,OB02035384,D-Class ILB RONNIE SINCLAIR,Kippford ILB D,54.87649536,-3.81349802,Kippford ILB D,54.87649536,-3.81349802,,D-854,232026432,D-Class,IB1 variant,IB1,MK2IB1,18/02/2020,-3.81349801999994,54.87649536
1153,OB02004324,B-Class A85 Sheila Stenhouse,Kirkcudbright ILB B,54.794665,-4.062456,Kirkcudbright ILB B,54.794665,-4.062456,,B-814,235092932,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,12/12/2006,-4.06245599999994,54.7946650000001
1154,OB02002215,ON1231 Severn ALB Margaret Foster,Kirkwall ALB,58.98542786,-2.960365057,Kirkwall ALB,58.98542786,-2.960365057,ON1231,17-13,232003051,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1998,-2.96036505699993,58.9854278600001
1155,OB02002881,X-Class Avon MK1 Redcrest 9ft,Kirkwall ALB,58.98542786,-2.960365057,NULL,NULL,NULL,,X-103,,X-Class,Avon,Avon,MK1Redcrest9FT,01/01/1900,-2.96036505699993,58.9854278600001
1156,OB02006499,Y-Class Avon / ILC MK1 3-5M,Kirkwall ALB,58.98542786,-2.960365057,NULL,NULL,NULL,,Y-222,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-2.96036505699993,58.9854278600001
1157,OB02007405,B-Class A85 Spirit of Fred Olsen,Kyle of Lochalsh ILB B,57.28015518,-5.714704037,Kyle of Lochalsh ILB B,57.28015518,-5.714704037,,B-856,235089706,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,15/12/2011,-5.71470403699993,57.2801551800001
1158,OB02007403,B-Class A85 R A Wilson,Largs ILB B,55.80015182,-4.870681763,Largs ILB B,55.80015182,-4.870681763,,B-854,235089704,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,04/11/2011,-4.87068176299994,55.8001518200001
1159,OB02002739,ON1246 Trent ALB Dr John McSparran,Larne ALB,54.84673309,-5.800128937,Larne ALB,54.84673309,-5.800128937,ON1246,14-30,232004397,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/2000,-5.80012893699995,54.84673309
1160,OB02016855,D-Class ILB Terry,Larne ILB D,54.84673309,-5.800128937,Larne ILB D,54.84673309,-5.800128937,,D-783,235108829,D-Class,IB1 variant,IB1,MK2IB1,23/07/2015,-5.80012893699995,54.84673309
1161,OB02006044,Rescue Water Craft Seadoo GTX4,Larne Lifeboat Station,54.84673309,-5.800128937,Ballymoney Support Centre,55.064196,-6.491993,,RWC-052,,RWC,Seadoo,Seadoo,GTX4,17/06/2009,-5.80012893699995,54.84673309
1162,OB02006045,Rescue Water Craft Seadoo GTX4,Larne Lifeboat Station,54.84673309,-5.800128937,Carrybridge ILB R,54.287517,-7.548423,,RWC-053,,RWC,Seadoo,Seadoo,GTX4,17/06/2009,-5.80012893699995,54.84673309
1163,OB02006046,Rescue Water Craft Seadoo GTX4,Larne Lifeboat Station,54.84673309,-5.800128937,Carrybridge ILB R,54.287517,-7.548423,,RWC-054,,RWC,Seadoo,Seadoo,GTX4,17/06/2009,-5.80012893699995,54.84673309
1164,OB02006505,Y-Class Avon / ILC MK1 3-5M,Lerwick ALB,60.1532402,-1.140593052,NULL,NULL,NULL,,Y-228,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-1.14059305199993,60.1532402
1165,OB02002078,ON1221 Severn ALB Michael and Jane Vernon,Lerwick ALB,60.1532402,-1.140593052,Lerwick ALB,60.1532402,-1.140593052,ON1221,17-10,232002490,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1997,-1.14059305199993,60.1532402
